id,stock_id,ticker,issuer_name,insider_name,role,transaction_type,shares,price,value,date,filing_date,ownership_before,ownership_after,ownership_change_pct,direct_ownership,purpose,source_url,score,score_reasons,rvol,is_buyback,insider_win_rate,price_history,filing_hash,date_inferred,confidence,created_at
"48","40","TPIA","","RAYMOND","DIREKTUR","BUY","625000","2660","1662500000","2026-05-20","2026-05-20","3300000","3925000","18.939394","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3394-00.pdf-0.pdf","13","[""DIREKTUR Buy (+3)"", ""Large Value (+3)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Extreme Volume Sigma 6.52x (+4)""]","6.52","false","null","[4300.0, 4300.0, 3660.0, 3120.0, 2660.0]","null","true","0.8","2026-05-20T16:08:50.598326+00:00"
"62","68","BULL","","WONG KEVIN","DIREKTUR","BUY","2000000","408","816000000","2026-05-20","2026-05-20","342837950","344837950","0.583366","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3826-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Follow-on Accumulation (+1)""]","0.85","false","null","[468.0, 468.0, 438.0, 402.0, 408.0]","null","true","0.8","2026-05-20T16:10:04.179279+00:00"
"61","68","BULL","","WONG KEVIN","DIREKTUR","BUY","2000000","408","816000000","2026-05-20","2026-05-20","342837950","344837950","0.583366","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3826-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Follow-on Accumulation (+1)""]","0.85","false","null","[468.0, 468.0, 438.0, 402.0, 408.0]","null","true","0.8","2026-05-20T16:10:03.774220+00:00"
"60","74","DKFT","","PT JINSHENG MINING","","BUY","121557400","670","81443458000","2026-05-20","2026-05-20","3475113878","3596671278","3.49794","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-7593-00.pdf-0.pdf","6","[""Ultra Large Value (+5)"", ""Direct Ownership (+1)""]","1.08","false","null","[750.0, 750.0, 730.0, 690.0, 670.0]","null","true","0.8","2026-05-20T16:10:01.825812+00:00"
"59","74","DKFT","","PT JINSHENG MINING","","BUY","121557400","670","81443458000","2026-05-20","2026-05-20","3475113878","3596671278","3.49794","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-7593-00.pdf-0.pdf","6","[""Ultra Large Value (+5)"", ""Direct Ownership (+1)""]","1.08","false","null","[750.0, 750.0, 730.0, 690.0, 670.0]","null","true","0.8","2026-05-20T16:10:01.217468+00:00"
"58","73","BMBL","","GALIH PANDEKAR","DIREKTUR","SELL","2864500","33","94528500","2026-05-20","2026-05-20","98070600","95206100","-2.920855","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-6962-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.52","false","null","[34.0, 34.0, 33.0, 34.0, 33.0]","null","true","0.8","2026-05-20T16:10:00.414906+00:00"
"57","73","BMBL","","GALIH PANDEKAR","DIREKTUR","SELL","2864500","33","94528500","2026-05-20","2026-05-20","98070600","95206100","-2.920855","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-6962-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.52","false","null","[34.0, 34.0, 33.0, 34.0, 33.0]","null","true","0.8","2026-05-20T16:09:58.500881+00:00"
"56","73","BMBL","","SENTRA INVESTA MAKSIMA","","SELL","2864500","33","94528500","2026-05-20","2026-05-20","98070600","95206100","-2.920855","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-6310-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.52","false","null","[34.0, 34.0, 33.0, 34.0, 33.0]","null","true","0.8","2026-05-20T16:09:58.538262+00:00"
"55","73","BMBL","","SENTRA INVESTA MAKSIMA","","SELL","2864500","33","94528500","2026-05-20","2026-05-20","98070600","95206100","-2.920855","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-6310-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.52","false","null","[34.0, 34.0, 33.0, 34.0, 33.0]","null","true","0.8","2026-05-20T16:09:56.849322+00:00"
"54","71","ASRI","","MAYBANK SEKURITAS INDONESIA","","BUY","145534648","114","16590949872","2026-05-20","2026-05-20","1668737300","1814271948","8.721244","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3127-00.pdf-0.pdf","6","[""Ultra Large Value (+5)"", ""Direct Ownership (+1)""]","0.94","false","null","[125.0, 125.0, 121.0, 118.0, 114.0]","null","true","0.8","2026-05-20T16:09:54.921480+00:00"
"53","69","IATA","","MNC ASIA HOLDING TBK","","SELL","306147000","69","21124143000","2026-05-20","2026-05-20","3100257566","2794110566","-9.874889","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-1321-00.pdf-0.pdf","-4","[""Insider Sell (-2)"", ""Large Value Sell (-2)""]","1.03","false","null","[73.0, 73.0, 74.0, 71.0, 69.0]","null","true","0.8","2026-05-20T16:09:51.003136+00:00"
"52","21","HRUM","","RAY ANTONIO GUNARA","DIREKTUR","BUY","350000","735","257250000","2026-05-20","2026-05-20","2450000","2800000","14.285714","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-5609-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","1.53","false","null","[895.0, 895.0, 820.0, 775.0, 735.0]","null","true","0.8","2026-05-20T16:09:43.463859+00:00"
"51","21","HRUM","","RAY ANTONIO GUNARA","DIREKTUR","BUY","350000","735","257250000","2026-05-20","2026-05-20","2450000","2800000","14.285714","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-5609-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","1.53","false","null","[895.0, 895.0, 820.0, 775.0, 735.0]","null","true","0.8","2026-05-20T16:09:42.970037+00:00"
"50","40","TPIA","","RAYMOND","DIREKTUR","BUY","625000","2660","1662500000","2026-05-20","2026-05-20","3300000","3925000","18.939394","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3394-00.pdf-0.pdf","13","[""DIREKTUR Buy (+3)"", ""Large Value (+3)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Extreme Volume Sigma 6.52x (+4)""]","6.52","false","null","[4300.0, 4300.0, 3660.0, 3120.0, 2660.0]","null","true","0.8","2026-05-20T16:08:51.038614+00:00"
"49","40","TPIA","","RAYMOND","DIREKTUR","BUY","625000","2660","1662500000","2026-05-20","2026-05-20","3300000","3925000","18.939394","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-20052026-3394-00.pdf-0.pdf","13","[""DIREKTUR Buy (+3)"", ""Large Value (+3)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Extreme Volume Sigma 6.52x (+4)""]","6.52","false","null","[4300.0, 4300.0, 3660.0, 3120.0, 2660.0]","null","true","0.8","2026-05-20T16:08:51.189449+00:00"
"73","44","BJTM","","ARIF SUHIRMAN","DIREKTUR","BUY","1687500","515","869062500","2026-05-19","2026-05-19","3647500","5335000","46.264565","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-6566-00.pdf-0.pdf","11","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Small Cluster: 2 Insiders (+3)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:43.082840+00:00"
"63","75","OMED","","LEONARD HARIADI HARTANTO","DIREKTUR","BUY","20000","242","4840000","2026-05-19","2026-05-19","134200","154200","14.90313","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-7726-00.pdf-0.pdf","6","[""DIREKTUR Buy (+3)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","0.47","false","null","[248.0, 248.0, 246.0, 242.0, 240.0]","null","true","0.8","2026-05-20T16:10:04.470554+00:00"
"64","75","OMED","","LEONARD HARIADI HARTANTO","DIREKTUR","BUY","20000","242","4840000","2026-05-19","2026-05-19","134200","154200","14.90313","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-7726-00.pdf-0.pdf","6","[""DIREKTUR Buy (+3)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","0.47","false","null","[248.0, 248.0, 246.0, 242.0, 240.0]","null","true","0.8","2026-05-20T16:10:06.286032+00:00"
"65","58","HILL","","HILLCON EQUITY MANAGEMENT","DIREKTUR","SELL","5000000","16","80000000","2026-05-19","2026-05-19","5518729700","5513729700","-0.090601","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-3764-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.82","false","null","[18.0, 18.0, 17.0, 16.0, 16.0]","null","true","0.8","2026-05-20T16:10:07.653862+00:00"
"66","58","HILL","","HILLCON EQUITY MANAGEMENT","DIREKTUR","SELL","5000000","16","80000000","2026-05-19","2026-05-19","5518729700","5513729700","-0.090601","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-3764-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.82","false","null","[18.0, 18.0, 17.0, 16.0, 16.0]","null","true","0.8","2026-05-20T16:10:07.736023+00:00"
"67","76","PURA","","CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD","","BUY","9529400","40","381176000","2026-05-19","2026-05-19","308381700","317911100","3.090131","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-1800-00.pdf-0.pdf","6","[""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Extreme Volume Sigma 4.28x (+4)""]","4.28","false","null","[34.0, 34.0, 37.0, 40.0, 44.0]","null","true","0.8","2026-05-20T16:10:14.202434+00:00"
"68","76","PURA","","CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD","","BUY","9529400","40","381176000","2026-05-19","2026-05-19","308381700","317911100","3.090131","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-1800-00.pdf-0.pdf","6","[""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Extreme Volume Sigma 4.28x (+4)""]","4.28","false","null","[34.0, 34.0, 37.0, 40.0, 44.0]","null","true","0.8","2026-05-20T16:10:14.604686+00:00"
"69","77","WINE","","IDA AYU SOMAWATI","DIREKTUR","BUY","200000","172","34400000","2026-05-19","2026-05-19","2177600","2377600","9.184423","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-0961-00.pdf-0.pdf","4","[""DIREKTUR Buy (+3)"", ""Direct Ownership (+1)""]","1.12","false","null","[179.0, 179.0, 172.0, 172.0, 171.0]","null","true","0.8","2026-05-20T16:10:23.683896+00:00"
"70","44","BJTM","","UMI RODIYAH","DIREKTUR","BUY","1032000","515","531480000","2026-05-19","2026-05-19","1138300","2170300","90.661513","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-8144-00.pdf-0.pdf","8","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:37.263412+00:00"
"71","44","BJTM","","UMI RODIYAH","DIREKTUR","BUY","1032000","515","531480000","2026-05-19","2026-05-19","1138300","2170300","90.661513","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-8144-00.pdf-0.pdf","8","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:41.136229+00:00"
"72","44","BJTM","","ARIF SUHIRMAN","DIREKTUR","BUY","1687500","515","869062500","2026-05-19","2026-05-19","3647500","5335000","46.264565","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-6566-00.pdf-0.pdf","11","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Small Cluster: 2 Insiders (+3)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:41.761187+00:00"
"74","44","BJTM","","R ARIEF WICAKSONO","DIREKTUR","BUY","860000","515","442900000","2026-05-19","2026-05-19","1858600","2718600","46.271387","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-8404-00.pdf-0.pdf","12","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Strong Cluster: 3 Insiders (+5)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:44.165430+00:00"
"75","44","BJTM","","R ARIEF WICAKSONO","DIREKTUR","BUY","860000","515","442900000","2026-05-19","2026-05-19","1858600","2718600","46.271387","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-8404-00.pdf-0.pdf","12","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)"", ""Strong Cluster: 3 Insiders (+5)""]","0.65","false","null","[527.89, 527.89, 523.38, 515.0, 510.0]","null","true","0.8","2026-05-20T16:10:44.941184+00:00"
"77","36","SIDO","","IRWAN HIDAYAT","DIREKTUR","BUY","500000","406","203000000","2026-05-19","2026-05-19","4779400","5279400","10.461564","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-4471-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","1.84","false","null","[444.0, 444.0, 416.0, 406.0, 402.0]","null","true","0.8","2026-05-20T16:10:46.769121+00:00"
"76","36","SIDO","","IRWAN HIDAYAT","DIREKTUR","BUY","500000","406","203000000","2026-05-19","2026-05-19","4779400","5279400","10.461564","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-4471-00.pdf-0.pdf","7","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)"", ""Significant Stake Increase >10% (+2)""]","1.84","false","null","[444.0, 444.0, 416.0, 406.0, 402.0]","null","true","0.8","2026-05-20T16:10:45.651130+00:00"
"78","79","FOLK","","SUMBER GARAM PRATAMA","","SELL","53565600","252","13498531200","2026-05-19","2026-05-19","903330281","849764681","-5.929791","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-19052026-5633-00.pdf-0.pdf","-4","[""Insider Sell (-2)"", ""Large Value Sell (-2)""]","1.11","false","null","[332.0, 332.0, 284.0, 252.0, 250.0]","null","true","0.8","2026-05-20T16:10:50.935582+00:00"
"95","87","HALO","","PROMOSI DESA DIGITAL","","SELL","6221200","82","510138400","2026-05-18","2026-05-18","318462700","312241500","-1.95351","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-5315-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.14","false","null","[80.0, 80.0, 82.0, 76.0, 75.0]","null","true","0.8","2026-05-20T16:11:09.869377+00:00"
"96","86","HEAL","","DR HASMORO","DIREKTUR","BUY","313000","1000","313000000","2026-05-18","2026-05-18","759475889","759788889","0.041213","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-4213-00.pdf-0.pdf","5","[""DIREKTUR Buy (+3)"", ""Standard Value (+1)"", ""Direct Ownership (+1)""]","0.33","false","null","[1000.0, 1000.0, 1000.0, 1005.0, 990.0]","null","true","0.8","2026-05-20T16:11:08.017882+00:00"
"90","85","PACK","","PT ECO ENERGI PERKASA","","SELL","6836867700","342","2338208753400","2026-05-18","2026-05-18","19972772382","13135904682","-34.23094","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-2077-00.pdf-0.pdf","-4","[""Insider Sell (-2)"", ""Large Value Sell (-2)""]","2.16","false","null","[312.0, 312.0, 342.0, 370.0, 334.0]","null","true","0.8","2026-05-20T16:11:05.915699+00:00"
"84","59","CYBR","","PATRICK RUDOLF DANNACHER","DIREKTUR","BUY","1005100","635","638238500","2026-05-18","2026-05-18","233625622","234630722","0.430218","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-0750-00.pdf-0.pdf","6","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)""]","0.33","false","null","[650.0, 650.0, 635.0, 645.0, 595.0]","null","true","0.8","2026-05-20T16:10:57.227344+00:00"
"81","58","HILL","","HILLCON EQUITY MANAGEMENT","DIREKTUR","SELL","5000000","17","85000000","2026-05-18","2026-05-18","5523729700","5518729700","-0.090519","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-6771-00.pdf-0.pdf","-2","[""Insider Sell (-2)""]","0.82","false","null","[18.0, 18.0, 17.0, 16.0, 16.0]","null","true","0.8","2026-05-20T16:10:53.864697+00:00"
"80","75","OMED","","YACOBUS JEMMY HARTANTO","DIREKTUR","BUY","3510000","246","863460000","2026-05-18","2026-05-18","255216600","258726600","1.375302","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-9112-00.pdf-0.pdf","6","[""DIREKTUR Buy (+3)"", ""Significant Value (+2)"", ""Direct Ownership (+1)""]","0.47","false","null","[248.0, 248.0, 246.0, 242.0, 240.0]","null","true","0.8","2026-05-20T16:10:52.399072+00:00"
"94","52","BYAN","","null","DIREKTUR","BUY","6000000","11900","71400000000","2026-05-18","2026-05-18","13406921870","13412921870","0.044753","true","null","https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-18052026-9153-00.pdf-0.pdf","9","[""DIREKTUR Buy (+3)"", ""Ultra Large Value (+5)"", ""Direct Ownership (+1)""]","0.55","false","null","[11200.0, 11200.0, 11900.0, 11450.0, 11200.0]","null","true","0.8","2026-05-20T16:11:09.183954+00:00"
